# STRUCTURAL COVERAGE (tasks.md D1) — every feature a cornerstone exercises, anchored to a term or node
# of its typed proof trace and to the claim cell whose closure discharges it.  Written by EquivPipelineTest
# from the parsed AST and the trace DAGs; re-derived row by row by `scripts/check_coverage.py`.
# Census rows (`*`) list the constructors no cornerstone exercises and the certified laws no trace fires.
# cornerstone	kind	feature	artifact	artifact-node	trace	trace-node	claim	state
gol	resource	A6-EXACT-SUB-SAME	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-SUB-SAME	proofs/pipeline/traces/gol-space.trace.tsv	N:2	gol/space/instance	covered
gol	resource	A6-EXACT-UNION	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNION	proofs/pipeline/traces/gol-space.trace.tsv	N:2	gol/space/instance	covered
gol	resource	A6-EXACT-UNION-SAME	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNION-SAME	proofs/pipeline/traces/gol-space.trace.tsv	N:2	gol/space/instance	covered
gol	resource	A6-EXACT-UNWRAP	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNWRAP	proofs/pipeline/traces/gol-space.trace.tsv	N:2	gol/space/instance	covered
gol	resource	A6-EXACT-WRAP	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-WRAP	proofs/pipeline/traces/gol-space.trace.tsv	N:2	gol/space/instance	covered
gol	resource	A6-IVL	proofs/spatial/REGISTRY.tsv	RULE:A6-IVL	proofs/pipeline/traces/gol-space.trace.tsv	N:2	gol/space/instance	covered
gol	resource	A6-IVL-IMPL	proofs/spatial/REGISTRY.tsv	RULE:A6-IVL-IMPL	proofs/pipeline/traces/gol-space.trace.tsv	N:2	gol/space/instance	covered
gol	resource	A6-MUSTMAY	proofs/spatial/REGISTRY.tsv	RULE:A6-MUSTMAY	proofs/pipeline/traces/gol-space.trace.tsv	N:2	gol/space/instance	covered
gol	resource	A6-ORDER	proofs/spatial/REGISTRY.tsv	RULE:A6-ORDER	proofs/pipeline/traces/gol-space.trace.tsv	N:2	gol/space/instance	covered
gol	resource	A6-PATRICIA	proofs/spatial/REGISTRY.tsv	RULE:A6-PATRICIA	proofs/pipeline/traces/gol-space.trace.tsv	N:2	gol/space/instance	covered
gol	resource	A6-RANGE	proofs/spatial/REGISTRY.tsv	RULE:A6-RANGE	proofs/pipeline/traces/gol-space.trace.tsv	N:2	gol/space/instance	covered
nqueens	binder	Iteration	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	boundary	graph	proofs/pipeline/nqueens-graph-agnostic.smt2	BOUNDARY:graph	proofs/pipeline/traces/nqueens-graph.trace.tsv	N:2	nqueens/graph/instance	covered
nqueens	boundary	space	proofs/pipeline/nqueens-space.smt2	BOUNDARY:space	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	boundary	zipper	proofs/pipeline/nqueens-zipper.smt2	BOUNDARY:zipper	proofs/pipeline/traces/nqueens-zipper.trace.tsv	N:4	nqueens/zipper/instance	covered
nqueens	call	aoe	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	constructor	Call	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	constructor	Concat	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	constructor	Constant	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	constructor	Deref	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	constructor	Empty	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	constructor	Iteration	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	constructor	Literal	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	constructor	Mention	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	constructor	Subtraction	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	constructor	Union	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	constructor	Unwrap	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	constructor	Wrap	proofs/pipeline/traces/nqueens-space.trace.tsv	T:a887daa34323	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	hole	Iteration	proofs/pipeline/nqueens-zipper.smt2	HOLE:#hole0	proofs/pipeline/traces/nqueens-zipper.trace.tsv	N:0	nqueens/zipper/instance	covered
nqueens	law	algebraic-identities	proofs/pipeline/nqueens-space.smt2	law:algebraic-identities	proofs/pipeline/traces/nqueens-space.trace.tsv	N:1	nqueens/space/instance	covered
nqueens	law	constant-ops	proofs/pipeline/nqueens-space.smt2	law:constant-ops	proofs/pipeline/traces/nqueens-space.trace.tsv	N:0	nqueens/space/instance	covered
nqueens	law	iterate-literal-union	proofs/pipeline/nqueens-space.smt2	law:iterate-literal-union	proofs/pipeline/traces/nqueens-space.trace.tsv	N:2	nqueens/space/instance	covered
nqueens	resource	A6-BACKENDS	proofs/spatial/REGISTRY.tsv	RULE:A6-BACKENDS	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-EVENTS	proofs/spatial/REGISTRY.tsv	RULE:A6-EVENTS	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-EXACT-COMP	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-COMP	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-EXACT-INTER	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-INTER	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-EXACT-INTER-SAME	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-INTER-SAME	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-EXACT-SUB	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-SUB	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-EXACT-SUB-SAME	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-SUB-SAME	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-EXACT-UNION	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNION	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-EXACT-UNION-SAME	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNION-SAME	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-EXACT-UNWRAP	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNWRAP	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-EXACT-WRAP	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-WRAP	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-IVL	proofs/spatial/REGISTRY.tsv	RULE:A6-IVL	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-IVL-IMPL	proofs/spatial/REGISTRY.tsv	RULE:A6-IVL-IMPL	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-MUSTMAY	proofs/spatial/REGISTRY.tsv	RULE:A6-MUSTMAY	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-ORDER	proofs/spatial/REGISTRY.tsv	RULE:A6-ORDER	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
nqueens	resource	A6-PATRICIA	proofs/spatial/REGISTRY.tsv	RULE:A6-PATRICIA	proofs/pipeline/traces/nqueens-space.trace.tsv	N:3	nqueens/space/instance	covered
puzzle15	binder	Iteration	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	boundary	graph	proofs/pipeline/puzzle15-graph-agnostic.smt2	BOUNDARY:graph	proofs/pipeline/traces/puzzle15-graph.trace.tsv	N:36	puzzle15/graph/instance	covered
puzzle15	boundary	space	proofs/pipeline/puzzle15-space.smt2	BOUNDARY:space	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	boundary	zipper	proofs/pipeline/puzzle15-zipper.smt2	BOUNDARY:zipper	proofs/pipeline/traces/puzzle15-zipper.trace.tsv	N:4	puzzle15/zipper/instance	covered
puzzle15	call	collapse	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	call	superpose	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Call	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Composition	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Concat	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Constant	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Deref	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Iteration	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Literal	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Mention	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Raffination	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Singleton	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Union	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Unwrap	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	constructor	Wrap	proofs/pipeline/traces/puzzle15-space.trace.tsv	T:017e2b8fcb53	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	hole	Iteration	proofs/pipeline/puzzle15-zipper.smt2	HOLE:#hole0	proofs/pipeline/traces/puzzle15-zipper.trace.tsv	N:0	puzzle15/zipper/instance	covered
puzzle15	law	comp-wrap-assoc	proofs/pipeline/puzzle15-space.smt2	law:comp-wrap-assoc	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:2	puzzle15/space/instance	covered
puzzle15	law	constant-ops	proofs/pipeline/puzzle15-space.smt2	law:constant-ops	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:0	puzzle15/space/instance	covered
puzzle15	law	unwrap-concat-unwraps	proofs/pipeline/puzzle15-space.smt2	law:unwrap-concat-unwraps	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:1	puzzle15/space/instance	covered
puzzle15	resource	A6-BACKENDS	proofs/spatial/REGISTRY.tsv	RULE:A6-BACKENDS	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-EVENTS	proofs/spatial/REGISTRY.tsv	RULE:A6-EVENTS	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
